126	0	packages/daemon/src/process/activity-projector.ts
38	50	apps/cli/src/daemon/daemon-controller.test.ts => packages/daemon/src/process/controller.test.ts
74	78	apps/cli/src/daemon/daemon-controller.ts => packages/daemon/src/process/controller.ts
218	0	packages/daemon/src/process/process-coordinator-construction.test.ts
740	44	apps/cli/src/daemon/workspace-daemon-requests.test.ts => packages/daemon/src/process/process-coordinator-requests.test.ts
60	41	apps/cli/src/daemon/workspace-daemon.test.ts => packages/daemon/src/process/process-coordinator.test.ts
676	0	packages/daemon/src/process/process-coordinator.ts
123	27	apps/cli/src/daemon/daemon-process-launcher.test.ts => packages/daemon/src/process/process-launcher.test.ts
67	38	apps/cli/src/daemon/daemon-process-launcher.ts => packages/daemon/src/process/process-launcher.ts
2	2	apps/cli/src/daemon/daemon-process-termination-observer.test.ts => packages/daemon/src/process/process-termination-observer.test.ts
5	2	apps/cli/src/daemon/daemon-process-termination-observer.ts => packages/daemon/src/process/process-termination-observer.ts
11	0	packages/daemon/src/process/runtime-values.ts
5	8	apps/cli/src/daemon/daemon-record-observer.test.ts => packages/daemon/src/registry/record-observer.test.ts
9	5	apps/cli/src/daemon/daemon-record-observer.ts => packages/daemon/src/registry/record-observer.ts
299	41	apps/cli/src/daemon/daemon-registry.test.ts => packages/daemon/src/registry/registry.test.ts
244	107	apps/cli/src/daemon/daemon-registry.ts => packages/daemon/src/registry/registry.ts
124	72	apps/cli/src/daemon/daemon-startup-coordinator.test.ts => packages/daemon/src/registry/startup-coordinator.test.ts
69	69	apps/cli/src/daemon/daemon-startup-coordinator.ts => packages/daemon/src/registry/startup-coordinator.ts
11	8	apps/cli/src/daemon/daemon-workspace-identity.test.ts => packages/daemon/src/registry/workspace-identity.test.ts
0	0	apps/cli/src/daemon/daemon-workspace-identity.ts => packages/daemon/src/registry/workspace-identity.ts
92	93	apps/cli/src/daemon/daemon-resource-monitor.test.ts => packages/daemon/src/resources/resource-supervisor.test.ts
14	69	apps/cli/src/daemon/daemon-resource-monitor.ts => packages/daemon/src/resources/resource-supervisor.ts
145	0	packages/daemon/src/testing/daemon-testing-inspector.test.ts
167	0	packages/daemon/src/testing/daemon-testing-inspector.ts
7	0	packages/daemon/src/testing/index.ts
262	0	packages/daemon/src/transport/client-result-capture.test.ts
231	0	packages/daemon/src/transport/client-result-capture.ts
71	0	packages/daemon/src/transport/contracts.ts
11	6	{apps/cli/src/daemon => packages/daemon/src/transport}/daemon-result-chunk-codec.test.ts
34	0	packages/daemon/src/transport/daemon-transport-composition.test.ts
601	96	apps/cli/src/daemon/local-daemon-transport-execution.test.ts => packages/daemon/src/transport/daemon-transport-execution.test.ts
361	0	packages/daemon/src/transport/daemon-transport-socket-client.test.ts
147	46	apps/cli/src/daemon/local-daemon-transport-validation.test.ts => packages/daemon/src/transport/daemon-transport-validation.test.ts
33	65	apps/cli/src/daemon/local-daemon-transport.test.ts => packages/daemon/src/transport/daemon-transport.test.ts
87	0	packages/daemon/src/transport/daemon-transport.ts
298	0	packages/daemon/src/transport/execution-client.test.ts
447	0	packages/daemon/src/transport/execution-client.ts
401	0	packages/daemon/src/transport/lifecycle-client.test.ts
183	0	packages/daemon/src/transport/lifecycle-client.ts
322	0	packages/daemon/src/transport/protocol-validator.test.ts
672	0	packages/daemon/src/transport/protocol-validator.ts
17	43	apps/cli/src/daemon/daemon-protocol.ts => packages/daemon/src/transport/protocol.ts
287	0	packages/daemon/src/transport/result-transfer-receiver.test.ts
153	0	packages/daemon/src/transport/result-transfer-receiver.ts
270	0	packages/daemon/src/transport/socket-client.test.ts
171	0	packages/daemon/src/transport/socket-client.ts
484	0	packages/daemon/src/transport/socket-server.test.ts
